,STOR_COORD_Y,KCP_SITE_KEY,DLV_EXPT_TIME,ADDR_2,PARKING_YN,STOR_CD,KAKAO_PAY_CID,DLV_FNSH_TIME,SELLER_KEY,KORD_FNSH_TIME,STOR_STATUS,KORD_YN,KMON_FNSH_TIME,KMON_YN,ORD_MIN_PRC,KCP_SITE_CD,OPER_24_YN,OPER_YN,KING_ORDER_STATE_OF_WEEK_DAY,TEL_NO,DLV_START_TIME,NPAY_CHAIN_ID,KORD_START_TIME,STOR_NM,DIRVE_TH,STOR_COORD_X,ADDR_1,PRODUCT_ID,KMON_START_TIME,DISTANCE,DLVYN,STORE_TIME,CP_ID,HAS_NIGHT_STORE,KING_ORDER_START_DT,KING_ORDER_FNSH_DT,DELIVERY_START_DT,DELIVERY_FNSH_DT
10,37.557894703,2iY7ZTtCkUQDRilF8A3ZTZ1__,65~75, ,0,00000246,C459430131,2359,BKR00000246,2345,1,1,,0,12000,B1867,1,Y,"[{""dayOfWeek"":""1"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00"",""kingOrderCloseTime"":""21:00""},{""dayOfWeek"":""2"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00"",""kingOrderCloseTime"":""21:00""},{""dayOfWeek"":""3"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00"",""kingOrderCloseTime"":""21:00""},{""dayOfWeek"":""4"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00"",""kingOrderCloseTime"":""21:00""},{""dayOfWeek"":""5"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00"",""kingOrderCloseTime"":""21:00""},{""dayOfWeek"":""6"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00"",""kingOrderCloseTime"":""21:00""},{""dayOfWeek"":""7"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00"",""kingOrderCloseTime"":""21:00""}]",02-322-3669,1000,TXFTcFR5amdJa2F,0900,연세로점,0,126.93669781,서울특별시 서대문구 연세로 25,BKR00000246_EASYP,,0.0,1,Cleaning Day(Close): 매월 둘째주 월요일 02:00~06:00,BKR00000246,Y,,,,
11,37.3054720101,35YG9wzMv162aLeRYDuslS7__,55~65, ,0,00000247,C459960132,2359,BKR00000247,2345,1,1,0000,0,12000,B1892,0,Y,"[{""dayOfWeek"":""1"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""2"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""3"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""4"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""5"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""6"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""7"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""}]",031-241-2759,1000,NEg0c0loc0d2NHF,1000,송죽DT점,1,127.0034335606,경기도 수원시 장안구 경수대로 992,BKR00000247_EASYP,0000,0.0,1,연중무휴 (10:00~24:00),BKR00000247,N,,,,
12,37.5699587,2J23oII04dZRgbrINPM9uqf__,40~50, ,0,00000027,C421560071,2359,BKR00000027,2345,1,1,,0,12000,B8774,0,Y,"[{""dayOfWeek"":""1"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00"",""kingOrderCloseTime"":""23:45""},{""dayOfWeek"":""2"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00"",""kingOrderCloseTime"":""23:45""},{""dayOfWeek"":""3"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00"",""kingOrderCloseTime"":""23:45""},{""dayOfWeek"":""4"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00"",""kingOrderCloseTime"":""23:45""},{""dayOfWeek"":""5"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00"",""kingOrderCloseTime"":""23:45""},{""dayOfWeek"":""6"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00"",""kingOrderCloseTime"":""23:45""},{""dayOfWeek"":""7"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00"",""kingOrderCloseTime"":""23:45""}]",02-2285-4838,1000,NG1WblVxR0E3cXl,0900,종로점,0,126.9881077,서울특별시 종로구 종로 94,BKR00000027_EASYP,,0.0,1,연중무휴 (09:00~24:00),BKR00000027,N,,,,
13,37.5802788726,09Ll3oN9tTJLWnopg5VDXPT__,45~55, ,0,00000252,C462730137,2300,BKR00000252,2245,1,1,,0,12000,B3501,0,Y,"[{""dayOfWeek"":""1"",""kingOrderCloseTime"":""22:30"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""2"",""kingOrderCloseTime"":""22:30"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""3"",""kingOrderCloseTime"":""22:30"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""4"",""kingOrderCloseTime"":""22:30"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""5"",""kingOrderCloseTime"":""22:30"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""6"",""kingOrderCloseTime"":""22:30"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""7"",""kingOrderCloseTime"":""22:30"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""}]",02-304-0335,0900,bVJ5N3FnZHVpZEt,0900,상암MBC점,0,126.8918201759,서울특별시 마포구 성암로 255,BKR00000252_EASYP,,0.0,1,연중무휴 (09:00~23:00) ,BKR00000252,N,,,,
14,35.1361412478,0i2.Hf6VRrydzp66x.m5bmu__,85~95, ,0,00000211,C444690106,2259,BKR00000211,2345,1,1,,0,12000,B1885,1,Y,"[{""dayOfWeek"":""1"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""2"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""3"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""4"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""5"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""6"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""7"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""}]",051-626-0332,1000,MTRYSTRxeHp6dWE,0800,부산대연GS점,1,129.0979805843,부산광역시 남구 수영로 288,BKR00000211_EASYP,,0.0,1,Cleaning Day(Close): 매월 첫째주 월요일 02:00~06:00,BKR00000211,Y,,,,
15,37.5380965152,1iDzx9SR-5yzLRNgVtgoozN__,45~55, ,0,00000212,C445270107,2300,BKR00000212,2345,1,1,0000,0,12000,B1871,0,Y,"[{""dayOfWeek"":""1"",""kingOrderCloseTime"":""23:30"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""2"",""kingOrderCloseTime"":""23:30"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""3"",""kingOrderCloseTime"":""23:30"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""4"",""kingOrderCloseTime"":""23:30"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""5"",""kingOrderCloseTime"":""23:30"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""6"",""kingOrderCloseTime"":""23:30"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""7"",""kingOrderCloseTime"":""23:30"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""}]",02-473-0331,1000,dnQrZVBXVWlkSWV,0900,천호역점,0,127.1241540582,서울특별시 강동구 천호대로 1012,BKR00000212_EASYP,0000,0.0,1,연중무휴 (09:00~24:00) ,BKR00000212,N,,,,
16,37.6451077,4cS5Wk9PPPIYDqZydKRjHeO__,55~65, ,0,00000217,C447500111,2359,BKR00000217,2345,1,1,0000,0,12000,B2985,0,Y,"[{""dayOfWeek"":""1"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""2"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""3"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""4"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""5"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""6"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""7"",""kingOrderCloseTime"":""23:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""}]",02-904-0332,1000,RGRBMEVoYzVwdU1,1000,쌍문SK점,1,127.0322052,서울특별시 도봉구 도봉로 437,BKR00000217_EASYP,0000,0.0,1,연중무휴 (10:00~24:00),BKR00000217,N,,,,
17,37.3313215933,2KBbb7EmrMpkFpWDdGWtUx4__,85~95, ,0,00000222,C449740115,2300,BKR00000222,2345,1,1,,0,12000,B1880,0,Y,"[{""dayOfWeek"":""1"",""kingOrderCloseTime"":""23:00"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""2"",""kingOrderCloseTime"":""23:00"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""13:00""},{""dayOfWeek"":""3"",""kingOrderCloseTime"":""23:00"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""4"",""kingOrderCloseTime"":""23:00"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""5"",""kingOrderCloseTime"":""23:00"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""6"",""kingOrderCloseTime"":""23:00"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""7"",""kingOrderCloseTime"":""23:00"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""}]",031-272-0331,1000,ZWtDUGFzTnl6eFB,0900,죽전DT점,1,127.1085394678,경기도 용인시 수지구 용구대로 2751,BKR00000222_EASYP,,0.0,1,연중무휴 (09:00~24:00),BKR00000222,N,,,,
18,37.4004643102,3fP6EwEPzu-6INb62q6Fmi7__,80~90, ,0,00000248,C460510133,2200,BKR00000248,2145,1,1,0000,0,12000,B3496,0,Y,"[{""dayOfWeek"":""1"",""kingOrderCloseTime"":""21:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""2"",""kingOrderCloseTime"":""21:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""3"",""kingOrderCloseTime"":""21:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""4"",""kingOrderCloseTime"":""21:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""5"",""kingOrderCloseTime"":""21:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""6"",""kingOrderCloseTime"":""21:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""},{""dayOfWeek"":""7"",""kingOrderCloseTime"":""21:45"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""09:00""}]",070-7462-8658,1000,RDIzQ1h0dTZBNUh,0900,판교유스페이스,0,127.1068140019,경기도 성남시 분당구 대왕판교로 660,BKR00000248_EASYP,0000,0.0,1,연중무휴 (09:00~22:00) ,BKR00000248,N,,,,
19,37.5544793435,1tth2v7l1l9DzH-oe4294cN__,65~75, ,0,00000249,C461050134,2300,BKR00000249,2245,1,1,0000,0,12000,B1888,0,Y,"[{""dayOfWeek"":""1"",""kingOrderCloseTime"":""22:50"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""2"",""kingOrderCloseTime"":""22:50"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""3"",""kingOrderCloseTime"":""22:50"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""4"",""kingOrderCloseTime"":""22:50"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""5"",""kingOrderCloseTime"":""22:50"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""6"",""kingOrderCloseTime"":""22:50"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""7"",""kingOrderCloseTime"":""22:50"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""}]",02-426-0332,1000,cEhDaUN1OVVvb0V,1000,명일DT점,1,127.1440134605,서울특별시 강동구 고덕로 168,BKR00000249_EASYP,0000,0.0,1,연중무휴 (10:00~23:00),BKR00000249,N,,,,
20,37.339335469,4ttFMWWABhTr7GKT3bH0kVY__,75~85, ,0,00000250,C461620135,2300,BKR00000250,2245,1,1,0000,0,12000,B1887,0,Y,"[{""dayOfWeek"":""1"",""kingOrderCloseTime"":""22:50"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""2"",""kingOrderCloseTime"":""22:50"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""3"",""kingOrderCloseTime"":""22:50"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""4"",""kingOrderCloseTime"":""22:50"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""5"",""kingOrderCloseTime"":""22:50"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""6"",""kingOrderCloseTime"":""22:50"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""},{""dayOfWeek"":""7"",""kingOrderCloseTime"":""22:50"",""kingOrderOpenYn"":""Y"",""kingOrderOpenTime"":""10:00""}]",031-276-0335,1000,US9LQUdJS1hnbWY,1000,수지GS점,1,127.1023533745,경기도 용인시 수지구 신수로 781,BKR00000250_EASYP,0000,0.0,1,연중무휴 (10:00~23:00),BKR00000250,N,,,,
